ID,y
1,77.5721323346523
2,93.95721322469899
3,77.69121408716282
4,77.37055737663724
5,111.94497924989652
8,92.21553630990769
10,111.43318146278204
11,94.62846604360965
12,117.05849957672673
14,94.06477928880231
15,115.40774836266017
16,109.26783011791866
17,98.93470995461603
19,94.33060935491801
20,104.68185614650031
21,99.14067032729452
22,117.70357966752414
23,98.93058995461602
26,95.24958070656461
28,96.06541637041406
29,98.93058995461602
33,98.93058995461602
35,94.38464984441065
41,98.93311504860368
42,93.71897515134971
43,118.80482083035855
45,101.84537070281593
46,103.89033827412175
51,94.22272056441192
53,78.62450754081667
55,113.28000102597588
56,94.23273496936423
57,104.2621216271487
58,94.15328766079021
59,103.04433010952265
63,112.40278690272883
64,94.29424350724983
65,107.71808860219684
69,93.4985548581921
71,95.28528932136587
72,103.63750841370505
73,94.43418982068918
76,103.36962513961697
77,104.14334824513031
78,114.83882970367749
82,94.47248212836905
83,107.71808860219684
84,94.35998244861875
85,102.98234857389927
87,112.01613169663388
88,98.93311504860368
89,113.49189675319789
91,94.65511682968935
93,94.60634929138922
94,106.57465906657696
95,93.88810452078634
96,111.82642991363159
97,93.93813679067065
98,112.11740381285368
99,94.10582022322131
101,103.79035562109749
103,113.49189675319789
104,94.11858243316276
105,112.40071567729989
110,94.7836519280191
111,112.42000396807857
113,112.26428334983554
114,94.20219619986102
115,113.60091358270942
117,113.49189675319789
120,94.60876140003505
121,111.98826046128947
122,94.65987359410019
123,114.01224795773106
126,112.75736550615584
132,112.07860471001739
135,105.46672841675155
137,103.70461814927141
138,94.03160807432971
140,94.34445314959439
142,114.14321231726981
144,112.29843215528288
148,93.13867130703994
149,114.80640951214548
155,94.26296007991301
156,112.14167411750257
157,93.93813679067065
162,112.57091802073059
163,94.18666496800621
167,94.47149014942391
172,118.80482083035855
179,113.0543107326076
180,94.78999324922671
181,111.62456001494643
182,95.39173075900042
183,113.49189675319789
185,113.49189675319789
187,112.21375880133195
188,94.41597155639903
189,94.35620676175155
191,93.70306388275478
192,112.92625003164208
193,94.22214351529506
194,112.10873395131813
195,93.13235124176566
196,112.64290369855053
198,95.40798126183562
199,112.29885779723075
201,104.10410607458951
204,94.15450312261349
205,108.75933234921324
206,93.79962909051342
210,93.622581940277
211,103.79035562109749
216,112.60292733449873
219,117.06342503127217
220,94.07531664288288
221,111.84730088390837
226,111.62456001494643
227,94.13531947598236
228,112.05566561843605
230,112.06302377999508
231,93.93813679067065
235,117.99241877222659
236,93.67232731019652
238,112.05218533418889
242,104.78482779957884
243,94.71416415018008
244,80.55411928675521
245,111.50102405260343
247,113.23149306271502
248,93.44350903877566
249,94.33011636950341
250,112.32693462554309
251,93.67232731019652
253,117.99241877222659
254,93.712269632565
256,94.19660484704465
257,93.0961324676055
258,114.04153097338684
259,93.90499127005788
262,81.0461307078047
266,93.63510114738186
267,112.13387292093552
272,102.69157382924145
273,113.49189675319789
275,95.32920590290547
276,115.27660048577027
279,95.02309127700374
280,107.71808860219684
283,93.60036125756484
285,111.98561326156074
288,113.49189675319789
289,96.88440883956426
290,104.09225171844518
291,93.97911570235927
292,111.64602551783025
293,112.11076420772788
296,95.869669457835
297,112.0296124879681
298,114.55474079210137
299,94.47248212836905
304,93.66286501487576
305,81.82941242615568
306,94.15779027755922
307,111.67007359572985
311,104.63017741081836
313,111.69516047172635
314,93.01514555101618
316,94.24201064639074
324,93.62401187073456
327,97.00313929656699
329,93.7579436385599
330,112.16383084226051
337,103.87679493477864
338,94.91400807538484
339,104.83306809312093
340,94.30759073398211
343,93.8921540169901
345,115.45447639837444
346,95.53428588115787
347,112.14850730104092
349,112.2484854952115
350,94.11729401842415
352,112.55962311158868
353,93.23198167532638
354,79.4606683743647
357,93.9083952825559
358,113.15635492891421
362,112.82627163369938
364,114.82148328596466
365,103.16961837602119
366,94.17039274537353
367,112.02026931759957
368,94.09507838888354
370,77.49909902367585
373,94.19812404234662
377,93.13390648916071
378,112.09155109316833
382,103.4204718018342
384,112.06817761989069
390,93.94244963641673
392,112.56216581976012
393,112.00909053075847
395,94.76169284072012
396,105.24455108592416
399,77.29999689444271
406,111.69516047172635
408,111.69516047172635
409,93.86061840889414
410,77.69495268869373
412,112.97348719784804
413,92.97029371259197
419,93.48016168910088
420,112.8185933719458
421,92.94160600067697
430,100.54948052602322
434,93.8366732393651
436,94.66949239126508
437,94.29454746139248
438,93.31902763532067
439,112.16528578288026
440,93.97313837823896
443,113.27514244507374
446,94.1100046968722
448,93.74112973522861
452,94.04034779689987
453,103.62985595548966
457,104.0981996211665
458,94.20107977728041
459,115.74873319436223
460,103.6747996267464
462,104.99223789602902
464,102.7032785708513
465,117.05849957672673
467,114.82408263339255
471,112.71671713943236
472,77.81524718521828
473,94.57605433114293
475,94.05157078837614
480,94.796355131346
488,111.66616813071666
490,111.67007359572985
491,103.72043796205641
492,77.46855926254302
493,94.06080826752928
497,93.22177569638332
498,112.35663222965026
499,94.44702214027762
500,104.12050486402806
501,94.1950791999348
502,113.08710042309366
506,78.20852984420775
510,112.10993611994722
511,93.32111589337302
512,93.7343570033658
516,94.50438248870697
518,93.02035162559947
519,112.00538080091553
521,94.01909897383274
522,112.74983562633321
526,112.80930810240513
529,95.03573756671521
532,111.8987761195474
533,94.22729309030778
536,113.78081099055369
537,101.29827814375804
539,94.50893709487902
540,103.89968402885832
541,94.24761400159824
543,94.52356996100687
546,112.32390194338424
547,93.6434439709912
548,79.91971742039915
551,93.98567081179789
552,102.89278392014766
556,104.11436697734717
557,94.79988796909754
558,112.02026931759957
559,94.15778993417605
560,108.40795986521161
562,108.69745496024447
566,93.62399215900227
570,112.35663222965026
571,94.29454746139248
572,107.70168208657986
573,94.47789712836904
575,117.05849957672673
576,112.76590277201423
577,94.41812023192682
579,93.2362674936432
580,112.0494827710276
581,112.21468114230966
589,111.67007359572985
591,102.30214125237782
593,94.45240495167711
594,102.48516318673737
595,94.52267861031333
598,93.95533429439045
602,111.75886230426698
604,112.45134307834222
606,113.73433158682131
608,94.07441292378306
609,103.83198987160837
610,94.28777260338386
616,112.13745780694957
617,94.22448476542797
618,101.65039118129785
620,102.91206966006122
622,112.80133175405672
623,93.42704348786201
624,108.96289590000114
626,112.31186543387724
628,112.36234028758608
629,95.22788092645537
630,112.07553578144967
637,94.18651026958477
638,104.21782822061682
643,100.72236762094411
